Namespace,Key,English Text,Spanish,French,German,Chinese,Hindi,Urdu,Arabic,Japanese,Korean,Russian
profile,sampleItineraries,Sample Itineraries,Itinerarios de muestra,Exemples d’itinéraires,Beispiele für Reiserouten,????,????? ?????? ?????????,????? ??? ????,????? ?????? ???????,???,?? ??,??????? ?????????
profile,photosVideos,Photos & Videos,Fotos y videos,Photos et vidéos,Fotos & Videos,?????,???????? ??? ??????,?????? ??? ??????,????? ???????????,??????,?? ? ???,???? ? ?????
profile,operatingLocations,Operating Locations,Ubicaciones operativas,Lieux d’exploitation,Einsatzorte,????,??????? ?????,??????? ??????,????? ???????,???,?? ??,????? ??????
profile,availability,Availability,Disponibilidad,Disponibilité,Verfügbarkeit,???,??????????,???????,?????,???,???,???????
profile,close,Close,Cerrar,Fermer,Schließen,??,??? ????,??? ????,???,???,??,?????????
profile,pleaseNote,Please note:,Tenga en cuenta:,Veuillez noter :,Bitte beachten Sie:,????,????? ????? ???:,???? ??? ??? ????:,???? ??????:,???????:,??:,???????? ????????:
profile,thisActionWillBe,This action will be logged for security purposes,Esta acción se registrará por motivos de seguridad,Cette action sera consignée à des fins de sécurité,Diese Aktion wird aus Sicherheitsgründen protokolliert,????????????,?? ?????? ??????? ?????????? ?? ??? ??? ?? ?????,?? ???????? ???????? ????? ?? ??? ??? ?? ?? ???? ??,???? ????? ??? ??????? ?????? ?????,??????????????????????????????,? ??? ??? ?? ?????,??? ???????? ????? ???????????????? ? ????? ????????????
profile,contactInformationShouldOnly,Contact information should only be used for legitimate business inquiries,La información de contacto solo debe usarse para consultas comerciales legítimas,Les coordonnées ne doivent être utilisées que pour des demandes commerciales légitimes,Kontaktinformationen sollten nur für legitime Geschäftsanfragen verwendet werden,???????????????,?????? ??????? ?? ????? ???? ??? ?????????? ?????? ?? ??? ???? ???? ?????,????? ?? ??????? ??? ???? ???????? ???????? ?? ??? ??????? ?? ???? ?????,??? ??????? ??????? ??????? ??? ??????????? ???????? ????????,????????????????????????????????,??? ??? ???? ???? ???? ???? ???.,?????????? ?????????? ?????? ?????????????? ?????? ??? ???????? ??????? ????????
profile,misuseMayResultIn,Misuse may result in account suspension,El uso indebido puede resultar en la suspensión de la cuenta,Une utilisation abusive peut entraîner la suspension du compte,Missbrauch kann zur Sperrung des Kontos führen,????????????,???????? ?? ???????????? ???? ??????? ?? ???? ??,??? ??????? ?? ????? ??? ?????? ???? ?????? ??,?? ???? ??? ????????? ??? ????? ??????,??????????????????????,???? ??? ??? ? ????.,????????????? ????????????? ????? ???????? ? ?????????? ??????? ??????
profile,youWillUseThis,You will use this information responsibly,Utilizará esta información de manera responsable,Vous utiliserez ces informations de manière responsable,Sie werden diese Informationen verantwortungsbewusst verwenden,????????????,?? ?? ??????? ?? ????? ?????????? ?? ??????,?? ?? ??????? ?? ??? ???? ?? ???? ??????? ???? ??,??????? ??? ????????? ????????,???????????????????,??? ? ??? ??? ?? ???? ???,?? ?????? ???????????? ???????????? ??? ??????????
profile,thisActionIsPermanent,This action is permanent and logged,Esta acción es permanente y se registra,Cette action est permanente et journalisée,Diese Aktion ist dauerhaft und wird protokolliert,?????????????,?? ?????? ?????? ?? ??? ?? ?? ??,?? ??? ????? ??? ??? ?? ??,??? ??????? ???? ?????,?????????????????????,? ??? ????? ?????.,??? ???????? ???????? ?????????? ? ??????????????
profile,youMayBeContacted,You may be contacted for verification,Es posible que se comuniquen con usted para verificarlo,Vous pouvez être contacté pour vérification,Möglicherweise werden Sie zur Verifizierung kontaktiert,????????????,??????? ?? ??? ???? ?????? ???? ?? ???? ??,????? ?? ??? ?? ?? ????? ??? ?? ???? ??,?? ??? ??????? ?? ??????,??????????????????,??? ?? ??? ?? ? ????,? ???? ????? ????????? ??? ???????????
profile,loadingAvailability,Loading availability...,Cargando disponibilidad...,Disponibilité de chargement...,Verfügbarkeit wird geladen...,?????...,???????? ??? ?? ??? ??...,????? ?? ???????...,???? ???????...,????????...,?? ?? ??...,??????????? ????????...
profile,legend,Legend:,Leyenda:,Légende:,Legende:,???,????? ??????:,??????:,??????:,???,??:,???????:
profile,selectedTime,Selected time:,Hora seleccionada:,Heure sélectionnée :,Gewählte Zeit:,?????,????? ???:,????? ???:,????? ??????:,??????:,??? ??:,????????? ?????:
profile,previousWeek,Previous week,Semana Anterior,Semaine précédente,Vorwoche,??,????? ??????,????? ????,??????? ??????,???,?? ?,?????????? ??????
profile,weekView,Week View,Vista de la semana,Vue hebdomadaire,Wochenansicht,???,?????? ?????,???? ?? ?????,??? ???????,????,? ?,????????? ????????
profile,nextWeek,Next week,La próxima semana,La semaine prochaine,Nächste Woche,?? ??,???? ??????,???? ????,??????? ??????,??,?? ?,?? ????????? ??????
profile,jumpToDate,Jump to date...,Saltar a la fecha...,Aller à la date...,Zum Datum springen...,?????...,?? ?? ????...,????? ?? ?????? ??????...,???? ??? ???????...,???????...,??? ??...,??????? ? ????...
profile,clickToSeeHourly,Click to see hourly availability,Haga clic para ver la disponibilidad por hora,Cliquez pour voir la disponibilité horaire,"Klicken Sie hier, um die stündliche Verfügbarkeit anzuzeigen",???????????,????? ???? ???????? ????? ?? ??? ????? ????,?? ????? ??????? ?????? ?? ??? ??? ????,???? ??????? ??? ??????? ???????,??????????????????,??? ???? ??? ??????.,"???????, ????? ??????? ????????? ???????????"
profile,protected,Protected,Protegido,Protégé,Geschützt,??,????????,??????,????,??,??,??????????
profile,thisContactIsLogged,This contact is logged and monitored,Este contacto se registra y monitorea,Ce contact est enregistré et surveillé,Dieser Kontakt wird protokolliert und überwacht,??????????,?? ?????? ??? ?? ?????? ???? ??? ??,?? ????? ??? ?? ??? ?????? ??? ???? ??,??? ????? ??? ??????? ??? ?????????,????????????????????,? ???? ???? ???????,???? ??????? ?????????????? ? ??????????????
reviews,invalidRequest,Invalid Request,Solicitud no válida,Demande non valide,Ungültige Anfrage,????,?????? ??????,??? ???????,??? ??? ????,?????,??? ??,???????? ??????
reviews,profileNotFound,Profile Not Found,Perfil no encontrado,Profil introuvable,Profil nicht gefunden,???????,????????? ???? ????,??????? ???? ???,?? ??? ?????? ??? ????? ??????,??????????????,???? ?? ? ??,??????? ?? ??????
reviews,cannotSubmitReview,Cannot Submit Review,No se puede enviar una reseña,Impossible de soumettre un avis,Bewertung kann nicht abgegeben werden,??????,??????? ????? ???? ?? ????,????? ??? ???? ?? ????,?? ???? ????? ??????,???????????,??? ??? ? ????.,?? ??????? ????????? ?????
reviews,alreadyReviewed,Already Reviewed,Ya revisado,Déjà examiné,Bereits bewertet,???,???? ?? ?? ??????? ?? ?? ???? ??,???? ?? ????? ??? ?? ??? ??,??? ???????? ??????,??????,?? ???,??? ?????????
reviews,reportReview,Report Review,Revisión del informe,Examen du rapport,Überprüfung des Berichts,????,??????? ?? ???????,????? ?? ?????,?????? ???????,????????,??? ??,????? ? ????????
reviews,pleaseDescribeWhyYou,Please describe why you,"Por favor, describa por qué",Veuillez décrire pourquoi vous,"Bitte beschreiben Sie, warum Sie",?????????,????? ????? ?? ?? ?????,???? ??????? ?????? ?? ?? ????,???? ??? ??? ?????,?????????????,??? ??????.,"??????????, ?????????, ?????? ??"
supabase-test,supabaseConnectionTest,Supabase Connection Test,Prueba de conexión de Supabase,Test de connexion Supabase,Test der Supabase-Verbindung,Supabase ????,??????? ??????? ?????,??????? ????? ????,?????? ????? Supabase,Supabase?????,Supabase ?? ???,???? ??????????? Supabase
supabase-test,failedToQueryThe,Failed to query the profiles table.,No se pudo consultar la tabla de perfiles.,Echec de l’interrogation de la table des profils.,Fehler beim Abfragen der Profiltabelle.,??????????,????????? ?????? ?? ?????? ???? ??? ?????,???????? ???? ?? ??????? ???? ??? ????? ????,??? ????????? ?? ???? ????? ???????.,?????? ????????????????,??? ???? ???? ?????.,?? ??????? ????????? ??????? ????????.
supabase-test,successfullyContactedSupabase,Successfully contacted Supabase.,Contacté con éxito a Supabase.,Contactez Supabase - effectué.,Supabase erfolgreich kontaktiert.,???? Supabase?,??????????? Supabase ?? ?????? ?????,??????? ?? ???? Supabase ?? ????? ???.,????? ????? ? Supabase.,Supabase????????????,Supabase? ????? ???????.,??????? ????????? ? ????????? Supabase.
supabase-test,showingUpToFive,Showing up to five recent profiles below.,Mostrando hasta cinco perfiles recientes a continuación.,Affichage ci-dessous de cinq profils récents.,Unten werden bis zu fünf aktuelle Profile angezeigt.,?????????????????,???? ?????? ???? ?????? ????????? ????? ?? ??? ????,??? ??? ???? ????? ???????? ???? ??? ????,??? ?? ??? ??? ???? ????? ????? ????? ?????.,#CONNECT!,???? ?? 5?? ?? ???? ?????.,???? ???????? ?? ???? ????????? ????????.
supabase-test,fullName,Full name,Nombre completo,Nom complet,Vollständiger Name,??,???? ???,???? ???,????? ??????,?????,??,?????? ???
supabase-test,updatedAt,Updated at,Actualizado en,Mis à jour le,Aktualisiert am,???,?? ????? ???? ???,?? ?? ??? ??? ???,?? ??????? ??,???,? ?????,????????? ?
support,howCanWeHelp,How Can We Help You?,¿Cómo podemos ayudarte?,Comment pouvons-nous vous aider ?,Wie können wir Ihnen helfen?,????????,?? ???? ???? ??? ?? ???? ????,?? ?? ?? ??? ???? ?? ???? ????,??? ?????? ????????,???????????????,??? ???????,??? ?? ????? ??? ???????
support,frequentlyAskedQuestions,Frequently Asked Questions,Preguntas frecuentes,Foire aux questions,Häufig gestellte Fragen,??????,????? ???? ???? ???? ??????,???? ????? ???? ???? ??????,??????? ????????,??????,?? ?? ??,????? ?????????? ???????
support,howDoICreate,How do I create an account?,¿Cómo creo una cuenta?,Comment puis-je créer un compte ?,Wie erstelle ich ein Konto?,???????,??? ???? ???? ??????,??? ??? ?????? ???? ??????,??? ???? ?????? ?????,???????????????????????,??? ???? ??? ?? ????,??? ??????? ??????? ???????
support,howDoIGet,How do I get verified?,¿Cómo puedo verificarme?,Comment puis-je être vérifié ?,Wie kann ich mich verifizieren lassen?,???????,??? ???????? ???? ?????,??? ?? ??? ????? ?????,??? ??? ?????? ????,???????????????????,??? ??? ????,??? ?????? ????????????
support,howDoesTheBooking,How does the booking system work?,¿Cómo funciona el sistema de reservas?,Comment fonctionne le système de réservation ?,Wie funktioniert das Buchungssystem?,?????????,?????? ?????? ???? ??? ???? ???,???? ?? ???? ???? ??? ???? ???,??? ???? ???? ??????,???????????????????,?? ???? ??? ??????,??? ???????? ??????? ?????????????
support,whatPaymentMethodsDo,What payment methods do you accept?,¿Qué métodos de pago aceptan?,Quels modes de paiement acceptez-vous ?,Welche Zahlungsmethoden akzeptieren Sie?,???????????,?? ??? ?????? ??????? ?? ??????? ???? ????,?? ??????? ?? ??? ?? ????? ???? ???? ????,?? ?? ??? ????? ???? ?????????,???????????????????,?? ?? ??? ??? ? ????,????? ??????? ?????? ?? ???????????
support,canICancelOr,Can I cancel or modify my subscription?,¿Puedo cancelar o modificar mi suscripción?,Puis-je annuler ou modifier mon abonnement ?,Kann ich mein Abonnement kündigen oder ändern?,??????????????,???? ??? ???? ??????? ???? ?? ??????? ?? ???? ????,??? ??? ???? ????? ????? ?? ????? ?? ???? ????,?? ?????? ????? ??????? ?? ???????,??????????????????????????,??? ????? ??? ? ????,???? ?? ? ???????? ??? ???????? ???? ?????????
support,howDoIReport,How do I report a problem or issue?,¿Cómo informo de un problema o problema?,Comment puis-je signaler un problème ou un problème ?,Wie melde ich ein Problem oder eine Frage?,??????????,??? ???? ?????? ?? ?????? ?? ??????? ???? ?????,??? ??? ????? ?? ????? ?? ????? ???? ????,??? ?????? ??????? ?? ????? ?? ??????,???????????????????????,?? ?? ??? ????? ??? ?? ????,??? ???????? ? ???????? ??? ?????????
support,contactSupport,Contact Support,Contactar con el soporte,Contacter l’assistance,Support kontaktieren,??????,?????? ?? ?????? ????,????? ?? ????? ????,???? ??????,???????????,?? ??,????????? ?? ??????? ?????????
support,emailSupport,Email Support,Soporte por correo electrónico,Assistance par e-mail,E-Mail-Unterstützung,??????,???? ??????,?? ??? ?????,??? ?????? ??????????,???????,??? ??,????????? ?? ??????????? ?????
support,contactForm,Contact Form,Formulario de contacto,Formulaire de contact,Kontaktformular,????,?????? ???????,????? ????,????? ???????,??????????,?? ??,?????????? ?????
support,businessHours,Business Hours,Horario comercial,Heures d’ouverture,Öffnungszeit,????,????? ???,???????? ?????,????? ?????,????,????,???? ??????
support,saturdaySundayClosed,Saturday - Sunday: Closed,Sábado - Domingo: Cerrado,Samedi - Dimanche : Fermé,Samstag - Sonntag: Geschlossen,????????,?????? - ??????: ???,???? - ?????: ???,????? - ?????: ????,??? - ???: ??,??? - ???: ??,??????? - ???????????: ???????
support,additionalResources,Additional Resources,Recursos adicionales,Ressources additionnelles,Zusätzliche Ressourcen,????,???????? ??????,????? ?????,????? ??????,????,?? ??,?????????????? ???????
support,privacyPolicy,Privacy Policy,Política de privacidad,Politique de confidentialité,Datenschutzrichtlinie,????,???????? ????,??????? ?? ??????,????? ????????,??????????,?? ?? ?? ??,???????? ??????????????????
support,termsOfService,Terms of Service,Términos de servicio,Conditions d’utilisation,Nutzungsbedingungen,????,???? ?? ??????,???? ?? ?????,???? ??????,????,??? ??,??????? ?????????????? ?????
support,dataProcessingAgreement,Data Processing Agreement,Acuerdo de procesamiento de datos,Accord de traitement des données,Vereinbarung zur Auftragsverarbeitung,??????,???? ?????????? ??????,???? ???????? ?? ??????,??????? ?????? ????????,???????,??? ?? ??,?????????? ?? ????????? ??????
support,pricing,Pricing,Precios,Prisée,Auszeichnung,??,????? ????????,?????? ?? ????,???????,??????,??,???????????????
ads,sponsoredContent,Sponsored content,Contenido patrocinado,Contenu sponsorisé,Gesponserte Inhalte,????,????????? ???????,?????? ??? ????,??????? ???????,????????????,??? ???,??????????? ???????
agencies,filters,Filters,Filtros,Filtres,Filter,?? ?,???????,????,??????,?????,??,???????
agencies,searchAgencies,Search agencies...,Agencias de búsqueda...,Agences de recherche...,Personalvermittlungsagenturen...,????...,??? ?????????...,???? ???? ???? ????????...,?????? ?????...,????...,?? ???...,????????? ?? ??????? ?????????...
agencies,searching,Searching...,Minucioso...,Recherche...,Suche...,?????,??????,????...,?????...,?????,??...,?????...
availability,allProviders,All Providers,Todos los proveedores,Tous les fournisseurs,Alle Anbieter,?????,??? ???????,???? ????? ?????,???? ????? ???????,??????????,?? ???,??? ??????????
availability,createBookingRequest,Create Booking Request,Crear solicitud de reserva,Créer une demande de réservation,Buchungsanfrage erstellen,??????,?????? ?????? ?????,???? ?? ??????? ??????,????? ??? ???,??????????,?? ?? ??,??????? ?????? ?? ????????????
availability,addAnyAdditionalDetails,Add any additional details...,Agregue cualquier detalle adicional...,Ajoutez des détails supplémentaires...,Fügen Sie weitere Details hinzu...,??????????...,??? ???????? ????? ??????...,???? ????? ??????? ???? ????...,??? ?? ?????? ?????? ...,???????????...,?? ?? ?? ??...,???????? ????? ?????????????? ??????...
availability,today,Today,Hoy,Aujourd’hui,Heute,??,??,??,?????,??,??,???????
availability,notAvailableDuringThis,Not available during this time,No disponible durante este tiempo,Non disponible pour cette période,In dieser Zeit nicht verfügbar,???????,?? ????? ?????? ???? ??,?? ??? ?? ????? ?????? ????,??? ????? ???? ??? ?????,???????????????,? ???? ??? ? ????.,?????????? ? ??? ?????
availability,availableAllDay,Available All Day,Disponible todo el día,Disponible toute la journée,Ganztägig verfügbar,????,???? ??? ??????,???? ?? ?????? ??,????? ???? ?????,??????,?? ?? ?? ??,???????? ? ??????? ????? ???
availability,noBlockedTimesFor,No blocked times for this date,No hay horarios bloqueados para esta fecha,Pas de temps bloqué pour cette date,Keine Blockzeiten für dieses Datum,?????????,?? ???? ?? ??? ??? ??????? ??? ????,?? ????? ?? ??? ???? ????? ????? ????,?? ???? ????? ?????? ???? ???????,????????????????????,? ??? ??? ??? ????.,??? ???????????????? ??????? ?? ??? ????
availability,requestAvailabilityHold,Request Availability Hold,Solicitar retención de disponibilidad,Demande de disponibilité Réservation,Verfügbarkeitssperre anfordern,???????,???????? ????? ?? ?????? ????,??????? ???? ?? ??????? ????,??? ????? ??????,??????????,??? ?? ??,????????? ????????? ???????????
availability,requestingHoldFrom,Requesting hold from:,Solicitar retención de:,Demande de mise en attente auprès de :,Anfordern einer Zurückstellung von:,?????,?? ????? ?? ?????? ????:,?? ???? ?? ??????? ????:,??? ??????? ??:,??????????:,???? ?? ??:,?????? ?? ????????? ??:
availability,egTour12345Event,"e.g., Tour #12345, Event ABC","por ejemplo, Tour #12345, Evento ABC","p. ex., Visite #12345, Événement ABC","z.B. Tour #12345, Event ABC",?????? #12345??? ABC,"?????? ?? ???, ??? #12345, ????? ?????","???? ?? ??? ?? ? ??? # 12345 ? ????? ?? ?? ??","??? ???? ?????? ? ???? # 12345 ? ????? ABC",?:???#12345?????ABC,"?: ?? #12345, ??? ABC","????????, ??? #12345, ??????? ABC"
availability,addAnyAdditionalDetails2,Add any additional details about the booking...,Agregue cualquier detalle adicional sobre la reserva...,Ajoutez des détails supplémentaires sur la réservation...,Fügen Sie weitere Details zur Buchung hinzu...,???????????????...,?????? ?? ???? ??? ??? ???????? ????? ??????...,???? ?? ???? ??? ???? ????? ??????? ???? ????...,??? ?? ?????? ?????? ??? ????? ...,????????????????????...,??? ?? ?? ?? ?? ??...,???????? ????? ?????????????? ?????????? ? ????????????...
availability,error,Error:,Error:,Erreur:,Fehler:,???,???:,????:,???:,????,??:,??????:
bookings,yourBookingRequests,Your Booking Requests,Sus solicitudes de reserva,Vos demandes de réservation,Ihre Buchungsanfragen,??????,???? ?????? ??????,?? ?? ???? ?? ?????????,????? ????? ?????? ??,???????,?? ??,???? ??????? ?? ????????????
bookings,createNewBookingRequest,Create New Booking Request,Crear nueva solicitud de reserva,Créer une nouvelle demande de réservation,Neue Buchungsanfrage erstellen,????????,??? ?????? ?????? ?????,???? ?? ??? ??????? ??????,????? ??? ??? ????,?????????????,? ?? ?? ???,??????? ????? ?????? ?? ????????????
bookings,selectAProvider,Select a provider...,Seleccione un proveedor...,Sélectionnez un fournisseur...,Wählen Sie einen Anbieter aus...,?????...,?? ??????? ?? ??? ????...,??? ????? ????? ????? ????...,??? ????? ...,???????????????...,??? ??...,???????? ??????????...
bookings,addAnyAdditionalDetails,Add any additional details or requirements...,Agregue cualquier detalle o requisito adicional...,Ajoutez des détails ou des exigences supplémentaires...,Fügen Sie zusätzliche Details oder Anforderungen hinzu...,?????????????...,??? ?? ???????? ????? ?? ?????????? ??????...,???? ????? ??????? ?? ??????? ???? ???? ...,??? ?? ?????? ?? ??????? ?????? ...,?????????????????...,?? ?? ?? ?? ?? ?? ??...,???????? ????? ?????????????? ?????? ??? ??????????...
bookings,time,Time:,Hora:,Heure:,Zeit:,???,???:,???:,?????:,???,??:,?????:
bookings,requested,Requested:,Solicitado:,Demandé:,Angefordert:,???,????????:,???????:,???:,???,??:,?????????:
bookings,message,Message:,Mensaje:,Message:,Nachricht:,???,?????:,?????:,?????:,??????,???:,?????????:
contact,johnDoe,John Doe,Juan Pérez,John Doe,Otto Normalverbraucher,???,??? ??,??? ??,??? ??,??????,? ??,???????????? ?????
contact,johnexamplecom,john@example.com,john@example.com,john@example.com,john@example.com,john@example.com,john@example.com,john@example.com,john@example.com,john@example.com,john@example.com,john@example.com
contact,selectASubject,Select a subject,Selecciona un tema,Sélectionnez un sujet,Wählen Sie ein Thema aus,????,?? ???? ?? ??? ????,??? ????? ????? ????,??? ??????,???????????,?? ??,???????? ????
contact,generalInquiry,General Inquiry,Consulta general,Demande générale,Allgemeine Anfrage,????,??????? ??????,????? ????????,??????? ???,??????????,?? ??,????? ??????
contact,technicalSupport,Technical Support,Soporte técnico,Assistance technique,Technischer Support,????,?????? ??????,?????? ??????,????? ?????,?????????,?? ??,??????????? ?????????
contact,verificationQuestions,Verification Questions,Preguntas de verificación,Questions de vérification,Fragen zur Verifizierung,????,??????? ??????,????? ?? ??????,????? ??????,?????,?? ??,??????? ??? ???????????
contact,billingSubscriptions,Billing & Subscriptions,Facturación y suscripciones,Facturation et abonnements,Abrechnung & Abonnements,?????,?????? ?? ???????,???? ??? ????????,???????? ???????????,????????????,?? ? ??,??????????? ?????? ? ????????
contact,partnershipOpportunities,Partnership Opportunities,Oportunidades de asociación,Opportunités de partenariat,Partnerschaftsmöglichkeiten,????,???????? ?? ????,????? ???? ?? ?????,??? ???????,???????????,???? ??,??????????? ???????????
contact,other,Other,Otro,Autre,Andere,??,?????,????,???,?,??,??????
contact,tellUsHowWe,Tell us how we can help you...,Cuéntanos cómo podemos ayudarte...,Dites-nous comment nous pouvons vous aider...,"Sagen Sie uns, wie wir Ihnen helfen können...",??????????????...,???? ????? ?? ?? ???? ???? ??? ?? ???? ??? ...,???? ?????? ?? ?? ?? ?? ??? ???? ?? ???? ??? ...,?????? ??? ?????? ??????? ...,??????????????????????????...,??? ???? ? ??? ?????...,"?????????? ???, ??? ?? ????? ??? ??????..."
dmcs,searchDmcs,Search DMCs...,Buscar DMC...,Rechercher dans les DMC...,DMCs durchsuchen...,?? DMC...,?????? ?????...,?? ??? ?? ???? ????...,???? ?? DMCs ...,DMC???...,DMC ??...,????? DMC...
form,egCatalanBasqueEtc,"e.g., Catalan, Basque, etc.","por ejemplo, catalán, euskera, etc.","par exemple, catalan, basque, etc.","z.B. Katalanisch, Baskisch, etc.",????????????????,"????, ?????, ?????, ????","???? ?? ??? ?? ? ??????? ? ????? ? ??????","??? ???? ?????? ? ??????????? ? ?????? ? ???.",???????????????????,"?: ??????, ???? ?","????????, ???????????, ???????? ? ?.?."
form,accountLoginCredentials,Account Login Credentials,Credenciales de inicio de sesión de la cuenta,Identifiants de connexion au compte,Anmeldedaten für das Konto,??????,???? ????? ?????????????,?????? ??? ?? ?? ?????,?????? ?????? ????? ?????? ??? ??????,?????????????,?? ??? ?? ??,??????? ?????? ??? ????? ? ??????? ??????
form,createAStrongPassword,Create a strong password,Crea una contraseña segura,Créez un mot de passe fort,Erstellen Sie ein sicheres Passwort,?????,?? ????? ??????? ?????,??? ????? ??? ??? ??????,????? ???? ???? ????,?????????????,??? ?? ???,???????? ???????? ??????
form,reenterYourPassword,Re-enter your password,Vuelve a introducir tu contraseña,Entrez à nouveau votre mot de passe,Geben Sie Ihr Passwort erneut ein,????????,???? ??????? ??? ?? ???? ????,???? ??? ??? ?????? ??? ????,??? ????? ???? ?????? ?????? ??,???????????,????? ?? ?????,???????? ??????? ??????
form,note,Note:,Nota:,Note:,Anmerkung:,???,???:,???:,??????:,???,??:,???????:
form,loadingCountries,Loading countries...,Cargando países...,Pays de chargement...,Länder werden geladen...,??????/??...,??? ?? ??? ???...,????? ?????...,??? ??????? ...,???????...,?? ??...,?????? ????????...
form,pleaseSelectAtLeast,Please select at least one country,Seleccione al menos un país,Veuillez sélectionner au moins un pays,Bitte wählen Sie mindestens ein Land aus,?????????/??,????? ?? ?? ?? ?? ??? ?? ??? ????,???? ??? ?? ?? ?? ??? ??? ????? ????,???? ?????? ??? ???? ??? ?????,?????1????????????,?? ??? ??? ??????.,"??????????, ???????? ???? ?? ???? ??????"
form,regionsProvinces,Regions / Provinces,Regiones / Provincias,Régions / Provinces,Regionen / Provinzen,??/??,???????/??????,????? ??? / ????,??????? / ?????????,??/?,?? / ??,??????? / ?????????
form,selectARegion,-- Select a region --,-- Seleccione una región --,-- Sélectionnez une région --,-- Wählen Sie eine Region aus --,-- ?????? --,-- ?? ??????? ?? ??? ???? --,-- ??? ????? ????? ???? --,-- ??? ????? --,-- ????? --,-- ?? ?? --,-- ???????? ?????? --
form,nationalParksOptional,National Parks (Optional),Parques Nacionales (Opcional),Parcs nationaux (facultatif),Nationalparks (fakultativ),????????,????????? ?????? (????????),????? ???? (???????),????????? ??????? (???????),????(?????),???? (?? ??),???????????? ????? (?? ???????)
form,selectAPark,-- Select a park --,-- Seleccione un parque --,-- Sélectionnez un parc --,-- Wählen Sie einen Park --,-- ???? --,-- ?? ????? ?? ??? ???? --,-- ??? ???? ????? ???? --,-- ??? ????? --,-- ????? --,-- ?? ?? --,-- ???????? ???? --
form,remove,Remove,Eliminar,Enlever,Entfernen,??,?????,?????,????,????,????,???????
form,searchAndSelectCountries,Search and select countries...,Buscar y seleccionar países...,Recherchez et sélectionnez des pays...,Länder suchen und auswählen...,???????/??...,??? ????? ?? ?????...,????? ???? ???? ??? ????? ????...,???? ???? ??????? ...,????????...,?? ?? ? ??...,????? ? ????? ?????...
form,enterRegionNameAnd,Enter region name and press Enter,Ingrese el nombre de la región y presione Entrar,Entrez le nom de la région et appuyez sur Entrée,Geben Sie den Regionsnamen ein und drücken Sie die Eingabetaste,?????????? Enter ?,??????? ?? ??? ???? ???? ?? Enter ?????,????? ?? ??? ??? ???? ??? ???? ??????,???? ??? ??????? ????? ??? Enter,???????????Enter ????????,?? ??? ???? Enter ?? ????.,??????? ???????? ??????? ? ??????? Enter
form,enterCityNameAnd,Enter city name and press Enter,Ingrese el nombre de la ciudad y presione Enter,Entrez le nom de la ville et appuyez sur Entrée,Geben Sie den Namen der Stadt ein und drücken Sie die Eingabetaste,???????? Enter ?,??? ?? ??? ???? ???? ?? ???? ?????,??? ?? ??? ??? ???? ??? ??? ????,???? ??? ??????? ????? ??? Enter,????????Enter ????????,?? ??? ???? Enter ?? ????.,??????? ???????? ?????? ? ??????? Enter
form,enterParkNameAnd,Enter park name and press Enter,Ingrese el nombre del parque y presione Enter,Entrez le nom du parc et appuyez sur Entrée,Geben Sie den Namen des Parks ein und drücken Sie die Eingabetaste,???????? Enter ?,????? ?? ??? ???? ???? ?? ???? ?????,???? ?? ??? ??? ???? ??? ???? ??????,???? ??? ??????? ????? ??? Enter,?????????Enter ???????,?? ??? ???? Enter ?? ????.,??????? ???????? ????? ? ??????? Enter
form,typeRegionNameAnd,Type region name and press Enter or click +,Escriba el nombre de la región y presione Entrar o haga clic en +,Tapez le nom de la région et appuyez sur Entrée ou cliquez sur +,Geben Sie den Namen der Region ein und drücken Sie die Eingabetaste oder klicken Sie auf +,?????????? Enter ??? +,??????? ?? ??? ????? ?? Enter ????? ?? + ?? ????? ????,????? ?? ??? ???? ???? ??? Enter ?????? ?? + ?? ??? ????,???? ??? ??????? ????? ??? Enter ?? ???? ??? +,??????????? Enter ???????+ ????????,?? ??? ???? Enter ?? ???? +? ?????.,??????? ???????? ??????? ? ??????? Enter ??? ??????? +
form,typeCityNameAnd,Type city name and press Enter or click +,Escriba el nombre de la ciudad y presione Enter o haga clic en +,Tapez le nom de la ville et appuyez sur Entrée ou cliquez sur +,Geben Sie den Namen der Stadt ein und drücken Sie die Eingabetaste oder klicken Sie auf +,?????????? Enter ??? +,??? ?? ??? ????? ?? Enter ????? ?? + ?? ????? ????,??? ?? ??? ???? ???? ??? ??? ???? ?? + ?? ??? ????,???? ??? ??????? ????? ??? Enter ?? ???? ??? +,?????????? Enter ???????[+] ?????????,?? ??? ???? Enter ?? ???? +? ?????.,??????? ???????? ?????? ? ??????? Enter ??? ??????? +
form,typeParkNameAnd,Type park name and press Enter or click +,Escriba el nombre del parque y presione Entrar o haga clic en +,Tapez le nom du parc et appuyez sur Entrée ou cliquez sur +,Geben Sie den Parknamen ein und drücken Sie die Eingabetaste oder klicken Sie auf +,?????????? Enter ??? +,????? ?? ??? ???? ???? ?? ???? ????? ?? + ?? ????? ????,???? ?? ??? ???? ???? ??? Enter ?????? ?? + ?? ??? ????,???? ??? ??????? ????? ??? Enter ?? ???? ??? +,????????? Enter ???????[+] ?????????,?? ??? ???? Enter ?? ???? +? ?????.,??????? ???????? ????? ? ??????? Enter ??? ??????? +
form,loadingParks,Loading parks...,Parques de carga...,Parcs de chargement...,Parks werden geladen...,??????...,????? ??? ?? ??? ??...,?????? ?? ????? ...,????? ???????...,????????????...,?? ??...,???????? ??????...
